escuela,comuna,lon,lat,simce,costo,tipo
COLEGIO POLIV. SAN BERNARDO ABAD,SAN BERNARDO,-70.67675696,-33.59307238,247,$1.000 a $10.000 ,P. Subv.
COLEGIO PARTICULAR IGNACIO SERRANO,SAN BERNARDO,-70.67456564,-33.58841269,227,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA ELIODORO MATTE OSSA,SAN BERNARDO,-70.66744523,-33.59752493,286,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PARTICULAR ROBERTO LORCA,SAN BERNARDO,-70.70291155,-33.60359074,253,$10.001 a $25.000 ,P. Subv.
ESC. BAS. PART.N?49 STA. TERESA DE LOS ANDES,SAN BERNARDO,-70.70224385,-33.60525924,251,$10.001 a $25.000 ,P. Subv.
COLEGIO MONTESSORI,SAN BERNARDO,-70.70212485,-33.59755954,286,$10.001 a $25.000 ,P. Subv.
COLEGIO GETSEMANI,SAN BERNARDO,-70.7025539,-33.60622891,262,$10.001 a $25.000 ,P. Subv.
COLEGIO ARAGON,SAN BERNARDO,-70.71139118,-33.60731534,264,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR BELGICA,SAN BERNARDO,-70.70591157,-33.58518885,258,$10.001 a $25.000 ,P. Subv.
ESC BASICA PART EMILIA GONZALEZ ESPINOZA,SAN BERNARDO,-70.70074326,-33.56999256,285,$10.001 a $25.000 ,P. Subv.
COLEGIO MONTESSORI,SAN BERNARDO,-70.70212485,-33.59755954,218,$10.001 a $25.000 ,P. Subv.
COLEGIO SAN FRANCISCO DE ASIS DE SAN BERNARDO,SAN BERNARDO,-70.70553205,-33.6162609,247,$10.001 a $25.000 ,P. Subv.
ESC.BASICA PART.COLEGIO SAINT ARIELI,SAN BERNARDO,-70.70543394,-33.58938879,264,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR BELGICA,SAN BERNARDO,-70.70591157,-33.58518885,247,$25.001 a $50.000 ,P. Subv.
COLEGIO SUPERIOR DEL MAIPO,SAN BERNARDO,-70.69995881,-33.5953619,291,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN JOSE,SAN BERNARDO,-70.69898069,-33.59219199,282,$25.001 a $50.000 ,P. Subv.
INSTITUTO SAN PABLO MISIONERO,SAN BERNARDO,-70.70163704,-33.60261466,284,$25.001 a $50.000 ,P. Subv.
MASTER COLLEGE,SAN BERNARDO,-70.69998984,-33.59364806,276,$25.001 a $50.000 ,P. Subv.
COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA,SAN BERNARDO,-70.71219517,-33.56019441,251,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. INSTITUTO CORINTIO,SAN BERNARDO,-70.7126927,-33.5973776,272,$25.001 a $50.000 ,P. Subv.
SAN IGNACIO COLLEGE,SAN BERNARDO,-70.70483164,-33.61627056,248,$25.001 a $50.000 ,P. Subv.
COLEGIO NOBEL GABRIELA MISTRAL,SAN BERNARDO,-70.6735902,-33.60652503,271,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. KINGS SCHOOL,SAN BERNARDO,-70.68903253,-33.62135706,273,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. FITZROY COLLEGE,SAN BERNARDO,-70.69676247,-33.6186721,259,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA BOSTON COLLEGE DE SAN BERNARDO,SAN BERNARDO,-70.6855887,-33.6155514,271,$25.001 a $50.000 ,P. Subv.
COLEGIO SCHOOL TIME,SAN BERNARDO,-70.69230807,-33.61963493,288,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTIAGO EMPRENDEDORES,SAN BERNARDO,-70.66844033,-33.64351422,263,$25.001 a $50.000 ,P. Subv.
COLEGIO AMERICAN ACADEMY,SAN BERNARDO,-70.69952107,-33.60325862,300,$50.001 a $100.000 ,P. Subv.
COLEGIO  INGLES ISAAC NEWTON,SAN BERNARDO,-70.70093292,-33.60161598,289,$50.001 a $100.000 ,P. Subv.
COLEGIO SEBASTIAN EL CANO SAN BERNARDO,SAN BERNARDO,-70.69657234,-33.60732111,273,$50.001 a $100.000 ,P. Subv.
COLEGIO DE LA INMACULADA CONCEPCI?N,SAN BERNARDO,-70.70595414,-33.59063511,291,$50.001 a $100.000 ,P. Subv.
CENTRO EDUCACIONAL BALDOMERO LILLO,SAN BERNARDO,-70.68879563,-33.58102289,234,Gratuito ,Munic.
ESCUELA PILAR MOLINER DE NUEZ,SAN BERNARDO,-70.70680695,-33.59399606,248,Gratuito ,Munic.
ESCUELA REPUBLICA DEL BRASIL,SAN BERNARDO,-70.69803003,-33.60416286,235,Gratuito ,Munic.
ESCUELA ISABEL RIQUELME,SAN BERNARDO,-70.69337503,-33.59207046,214,Gratuito ,Munic.
ESCUELA L.GRAL. BERNARDO O?HIGGINS,SAN BERNARDO,-70.69489151,-33.59192344,216,Gratuito ,Munic.
LICEO POLIV. LUCILA GODOY ALCAYAGA,SAN BERNARDO,-70.70910138,-33.5835757,229,Gratuito ,Munic.
ESCUELA GENERAL RENE SCHNEIDER CHEREAU,SAN BERNARDO,-70.69308355,-33.58321879,210,Gratuito ,Munic.
ESCUELA ALEMANIA,SAN BERNARDO,-70.70592298,-33.58084203,237,Gratuito ,Munic.
ESCUELA REPUBLICA DE LOS EE.UU. DE AMERICA,SAN BERNARDO,-70.70305332,-33.57626436,217,Gratuito ,Munic.
ESCUELA JAVIERA CARRERA VERDUGO,SAN BERNARDO,-70.68593552,-33.58409195,219,Gratuito ,Munic.
ESCUELA MANUEL MAGALLANES MOURE,SAN BERNARDO,-70.70338455,-33.58928175,238,Gratuito ,Munic.
ESCUELA REPUBLICA DEL PERU,SAN BERNARDO,-70.69689398,-33.60448506,258,Gratuito ,Munic.
ESCUELA DIEGO PORTALES,SAN BERNARDO,-70.68480204,-33.60392893,234,Gratuito ,Munic.
ESCUELA MAHUIDA,SAN BERNARDO,-70.70992389,-33.59795698,229,Gratuito ,Munic.
LICEO NUEVO PORVENIR,SAN BERNARDO,-70.68248779,-33.5907581,208,Gratuito ,Munic.
ESCUELA BASICA DR LUIS SEPULVEDA SALVATI,SAN BERNARDO,-70.7091797,-33.63886351,235,Gratuito ,Munic.
ESCUELA ESCRITORA  MARCELA PAZ,SAN BERNARDO,-70.70634825,-33.60626679,237,Gratuito ,Munic.
ESCUELA ESPANA,SAN BERNARDO,-70.69540647,-33.57748761,234,Gratuito ,Munic.
ESCUELA IGNACIO CARRERA PINTO,SAN BERNARDO,-70.68212793,-33.60496633,220,Gratuito ,Munic.
ESCUELA STA. TERESA DE LOS MORROS,SAN BERNARDO,-70.67732804,-33.58639131,224,Gratuito ,Munic.
ESCUELA JOSE NUEZ MARTIN,SAN BERNARDO,-70.69273977,-33.61635551,239,Gratuito ,Munic.
ESCUELA ABRAHAM LINCOLN,SAN BERNARDO,-70.70891368,-33.58498509,248,Gratuito ,Munic.
ESCUELA BASICA ANTUPILLAN,SAN BERNARDO,-70.70169323,-33.58052153,262,Gratuito ,Munic.
ESCUELA ELEODORO YANEZ PONCE DE LEON,SAN BERNARDO,-70.74409889,-33.66925273,213,Gratuito ,Munic.
ESCUELA CARDENAL ANTONIO SAMORE,SAN BERNARDO,-70.70667115,-33.56685385,241,Gratuito ,Munic.
ESCUELA HARAS LOS CONDORES,SAN BERNARDO,-70.6820801,-33.60472349,246,Gratuito ,Munic.
ESCUELA TERESA GARCIA HUIDOBRO,SAN BERNARDO,-70.73014805,-33.55355101,221,Gratuito ,Munic.
LICEO CLARA SOLOVERA,SAN BERNARDO,-70.66313809,-33.64868983,241,Gratuito ,Munic.
HERNAN MERINO CORREA,SAN BERNARDO,-70.68577898,-33.5954297,208,Gratuito ,Munic.
ESCUELA BASICA CINCO PINOS,SAN BERNARDO,-70.70149081,-33.62671424,231,Gratuito ,Munic.
LICEO VALLE DE LLUTA,SAN BERNARDO,-70.66795119,-33.58401107,212,Gratuito ,Munic.
ESCUELA PART.COMANDANTE CARLOS CONDELL,SAN BERNARDO,-70.67922933,-33.59776427,219,Gratuito ,Munic.
COLEGIO JAIME GUZM?N ERRAZURIZ,SAN BERNARDO,-70.6758569,-33.59556452,217,Gratuito ,Munic.
CENTRO EDUC. PADRE ALBERTO HURTADO DE SAN BER,SAN BERNARDO,-70.68000577,-33.603904,253,Gratuito ,Munic.
ESCUELA PARTICULAR TERESIANA DE SAN JOSE,SAN BERNARDO,-70.70263625,-33.5851979,240,Gratuito ,P. Subv.
COLEGIO QUILLAHUE SAN BERNARDO,SAN BERNARDO,-70.71027464,-33.57041129,240,Gratuito ,P. Subv.
ESC. BAS. Y ESP. PART. KIMKELEN,SAN BERNARDO,-70.67720411,-33.58778176,220,Gratuito ,P. Subv.
ESC. BAS. Y ESP. NTRA. SRA. DE LAS NIEVES,SAN BERNARDO,-70.72900001,-33.63098583,237,Gratuito ,P. Subv.
INSTITUTO SAGRADO CORAZON,SAN BERNARDO,-70.70847538,-33.59171854,294,Más de $100.000 ,P. Pag.
CENTRO EDUCACIONAL HORACIO ARAVENA A.,SAN JOAQU?N,-70.63552725,-33.4992495,243,$1.000 a $10.000 ,Munic.
ESCUELA PARTICULAR LAURA VICUNA,SAN JOAQU?N,-70.63202811,-33.48658898,262,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA PARTICULAR RAINBOW SCHOOL,SAN JOAQU?N,-70.63055438,-33.50040626,213,$1.000 a $10.000 ,P. Subv.
ESCUELA BAS. PART. QUEEN & FLOWER COLLEGE,SAN JOAQU?N,-70.63081369,-33.49586668,219,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV. ARZOBISPO MANUEL VICUNA,SAN JOAQU?N,-70.63912013,-33.48599033,277,$1.000 a $10.000 ,P. Subv.
COLEGIO POLIV.ADVENTISTA SANTIAGO SUR,SAN JOAQU?N,-70.62792018,-33.49654504,259,$10.001 a $25.000 ,P. Subv.
ESCUELA PART.CENTRO EDUC.SANTA MONICA,SAN JOAQU?N,-70.61710877,-33.49861654,265,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR JAVIERA CARRERA,SAN JOAQU?N,-70.63452154,-33.51674906,234,$10.001 a $25.000 ,P. Subv.
ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN,SAN JOAQU?N,-70.61746381,-33.50786461,259,$10.001 a $25.000 ,P. Subv.
ESC. BASICA Y LICEO IND.SAINT LAWRENCE,SAN JOAQU?N,-70.61890568,-33.48643648,274,$25.001 a $50.000 ,P. Subv.
COLEGIO PART. NUESTRA SRA DEL HUERTO,SAN JOAQU?N,-70.62450018,-33.47191601,291,$50.001 a $100.000 ,P. Subv.
COLEGIO CIUDAD DE FRANKFORT,SAN JOAQU?N,-70.62233879,-33.48931348,277,Gratuito ,Munic.
LICEO MUNICIPAL SAN JOAQUIN,SAN JOAQU?N,-70.62580212,-33.49379524,233,Gratuito ,Munic.
ESCUELA BASICA FRAY CAMILO HENRIQUEZ,SAN JOAQU?N,-70.62372908,-33.50497797,246,Gratuito ,Munic.
ESCUELA POETA VICTOR DOMINGO SILVA,SAN JOAQU?N,-70.63626521,-33.50300034,251,Gratuito ,Munic.
CENTRO EDUC. PROVINCIA DE ?UBLE,SAN JOAQU?N,-70.64001144,-33.47732105,236,Gratuito ,Munic.
ESC. BAS. Y ESP. SU SANTIDAD JUAN XXIII,SAN JOAQU?N,-70.6319653,-33.49012495,221,Gratuito ,Munic.
ESCUELA B?SICA POETA NERUDA (EX-483),SAN JOAQU?N,-70.6305537,-33.51299568,233,Gratuito ,Munic.
COLEGIO LA CASTRINA,SAN JOAQU?N,-70.63273469,-33.51619546,218,Gratuito ,P. Subv.
LICEO PARTICULAR ESPIRITU SANTO,SAN JOAQU?N,-70.61846948,-33.49249342,249,Gratuito ,P. Subv.
ESCUELA ROBERT BADEN POWELL SCHOOL,SAN JOAQU?N,-70.62379797,-33.47926608,267,Gratuito ,P. Subv.
ESCUELA PARTICULAR EL ANGEL,SAN JOAQU?N,-70.62902786,-33.49591724,230,Gratuito ,P. Subv.
CENTRO EDUCACIONAL MUNICIPAL SAN RAMON,SAN RAM?N,-70.64371489,-33.5496879,228,Sin información ,Munic.
COLEGIO LA CASTRINA,SAN JOAQU?N,-70.63273469,-33.51619546,248,Sin información ,P. Subv.
ESCUELA BASICA LAS MELOSAS,SAN JOS? DE MAIPO,-70.1993726,-33.88158754,256,$10.001 a $25.000 ,P. Subv.
COLEGIO PART. ANDINO ANTUQUELEN,SAN JOS? DE MAIPO,-70.39632427,-33.58581463,275,$50.001 a $100.000 ,P. Subv.
ESCUELA JULIETA BECERRA ALVAREZ,SAN JOS? DE MAIPO,-70.35395682,-33.63966605,238,Gratuito ,Munic.
ESCUELA EL CANELO,SAN JOS? DE MAIPO,-70.44926603,-33.57566435,225,Gratuito ,Munic.
ESCUELA EL MELOCOTON,SAN JOS? DE MAIPO,-70.33069208,-33.71408637,249,Gratuito ,Munic.
ESCUELA DE CONCENTRACION FRONTERIZA,SAN JOS? DE MAIPO,-70.17515812,-33.81731215,234,Gratuito ,Munic.
ESCUELA FRONTERIZA,SAN JOS? DE MAIPO,-70.28687768,-33.54803174,289,Gratuito ,Munic.
ESCUELA EL CANELO,SAN JOS? DE MAIPO,-70.44926603,-33.57566435,239,Gratuito ,Munic.
ESCUELA BAS.Y ESP. INTEGRADORA EL MANZANO,SAN JOS? DE MAIPO,-70.37322983,-33.59311657,235,Gratuito ,Munic.
ESCUELA 636 SAN ALFONSO,SAN JOS? DE MAIPO,-70.31740762,-33.72891076,260,Gratuito ,Munic.
COLEGIO RAFAEL EYZAGUIRRE,SAN JOS? DE MAIPO,-70.35248484,-33.63861798,249,Gratuito ,P. Subv.
ESCUELA BASICA LAS MELOSAS,SAN JOS? DE MAIPO,-70.1993726,-33.88158754,0,Sin información ,P. Subv.
ESCUELA B?SICA Y ESPECIAL BARROS LUCO,SAN MIGUEL,-70.65529825,-33.4804455,267,$1.000 a $10.000 ,P. Subv.
ESCUELA PART. SPRING COLLEGE N_ 2,SAN MIGUEL,-70.66320403,-33.4965543,231,$1.000 a $10.000 ,P. Subv.
ESCUELA  E INSTITUTO DE MADRID,SAN MIGUEL,-70.64703889,-33.47960865,259,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR ECOLE NOEL,SAN MIGUEL,-70.66237182,-33.49637609,263,$10.001 a $25.000 ,P. Subv.
ESCUELA PART. FERNANDO DE ARAGON,SAN MIGUEL,-70.66059264,-33.49733784,225,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA TOMAS MORO,SAN MIGUEL,-70.65033644,-33.50707024,249,$10.001 a $25.000 ,P. Subv.
ESCUELA ESPECIAL PARTICULAR SAN CLEMENTE,SAN MIGUEL,-70.65248393,-33.48922169,265,$10.001 a $25.000 ,P. Subv.
LICEO SAINT PATRICKS SCHOOL,SAN MIGUEL,-70.65187625,-33.49972696,258,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA ROSA,SAN MIGUEL,-70.64908994,-33.49356859,287,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR HANSEL Y GRETEL,SAN MIGUEL,-70.66585402,-33.5078996,267,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR Y COLEGIO CHILE,SAN MIGUEL,-70.65351923,-33.50065195,279,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR GRAN AVENIDA,SAN MIGUEL,-70.65523709,-33.50550783,274,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTO CURA DE ARS,SAN MIGUEL,-70.64686395,-33.50845115,273,$25.001 a $50.000 ,P. Subv.
COLEGIO KING?S SCHOOL,SAN MIGUEL,-70.64738072,-33.50788515,273,$25.001 a $50.000 ,P. Subv.
COLEGIO RELIGIOSO SANTA MARGARITA,SAN MIGUEL,-70.64653153,-33.50510983,253,$25.001 a $50.000 ,P. Subv.
COLEGIO MANANTIAL DE SAN MIGUEL,SAN MIGUEL,-70.6638675,-33.51097443,274,$25.001 a $50.000 ,P. Subv.
ESCUELA BAS. ALFRED BINET SCHOOL,SAN MIGUEL,-70.65705608,-33.49193822,245,$50.001 a $100.000 ,P. Subv.
COLEGIO PARROQUIAL SAN MIGUEL,SAN MIGUEL,-70.6496999,-33.48657137,291,$50.001 a $100.000 ,P. Subv.
INSTITUTO MIGUEL LEON PRADO,SAN MIGUEL,-70.65009224,-33.48796397,319,$50.001 a $100.000 ,P. Subv.
COLEGIO SAN CRISTOBAL COLLEGE,SAN MIGUEL,-70.65196005,-33.49507246,275,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. CORAZON DE MARIA DE SAN MIGUEL,SAN MIGUEL,-70.6567088,-33.49800308,305,$50.001 a $100.000 ,P. Subv.
ASHELL ENGLISH COLLEGE SAN MIGUEL,SAN MIGUEL,-70.65372263,-33.49776342,279,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. LOS ANGELES SANTIAGO DE SAN MIG,SAN MIGUEL,-70.65477133,-33.50648802,225,$50.001 a $100.000 ,P. Subv.
COLEGIO PART. PAN AMERICAN COLLEGE SANTIAGO,SAN MIGUEL,-70.65132622,-33.48776716,273,$50.001 a $100.000 ,P. Subv.
LICEO ANDRES BELLO,SAN MIGUEL,-70.65275466,-33.48647655,273,Gratuito ,Munic.
ESCUELA GENERAL BASICA SANTA FE,SAN MIGUEL,-70.64628992,-33.51224642,243,Gratuito ,Munic.
ESCUELA TERRITORIO ANTARTICO,SAN MIGUEL,-70.66268753,-33.50725677,255,Gratuito ,Munic.
ESCUELA LLANO SUBERCASEAUX,SAN MIGUEL,-70.65526181,-33.48588395,267,Gratuito ,Munic.
ESCUELA VILLA SAN MIGUEL,SAN MIGUEL,-70.66211668,-33.49766911,255,Gratuito ,Munic.
ESCUELA BASICA MUNICIPAL,SAN MIGUEL,-70.65372979,-33.50662818,244,Gratuito ,Munic.
ESCUELA BAS.PART.N 23 COLEGIO SANTA ANA,SAN MIGUEL,-70.64711302,-33.50682457,256,Gratuito ,P. Subv.
ESCUELA PARTICULAR LUCILA GODOY,SAN MIGUEL,-70.6420434,-33.50173348,278,Gratuito ,P. Subv.
PRINCESS MARGARET COLLEGE,SAN MIGUEL,-70.64591987,-33.51317119,209,Gratuito ,P. Subv.
ESCUELA PARTICULAR LA RAIZ Y LA ESPIGA,SAN MIGUEL,-70.64533914,-33.51547854,186,Gratuito ,P. Subv.
ESC. PART. SANTA CATALINA DE SAN MIGUEL,SAN MIGUEL,-70.64305542,-33.50743759,267,Gratuito ,P. Subv.
ESCUELA PARTICULAR ALVAREZ DE TOLEDO,SAN MIGUEL,-70.64497128,-33.4897816,234,Gratuito ,P. Subv.
ESCUELA BAS. LOS CARRERA,SAN MIGUEL,-70.64247123,-33.49702933,274,Gratuito ,P. Subv.
COLEGIO SUBERCASEAUX COLLEGE,SAN MIGUEL,-70.65445883,-33.47987954,272,Más de $100.000 ,P. Pag.
ESC. PART. SANTA CATALINA DE SAN MIGUEL,SAN MIGUEL,-70.64305542,-33.50743759,242,Sin información ,Munic.
LICEO MUNICIPAL DE SAN PEDRO,SAN PEDRO,-71.45676068,-33.89380004,259,Gratuito ,Munic.
ESCUELA LOICA ARRIBA,SAN PEDRO,-71.438845,-33.984845,265,Gratuito ,Munic.
ESCUELA LOICA ABAJO,SAN PEDRO,-71.48745302,-33.96440861,252,Gratuito ,Munic.
ESCUELA EL PRADO,SAN PEDRO,-71.49845282,-33.91614973,260,Gratuito ,Munic.
ESCUELA LLANCAY,SAN PEDRO,-71.40147595,-33.87316198,261,Gratuito ,Munic.
ESCUELA NIHUE BAJO,SAN PEDRO,-71.55316437,-33.94632926,241,Gratuito ,Munic.
ESCUELA ENRIQUE REYMOND ALDUNATE,SAN PEDRO,-71.46519039,-33.92109393,239,Gratuito ,Munic.
ESCUELA LO ENCANADO,SAN PEDRO,-71.48788679,-33.86253917,261,Gratuito ,Munic.
ESCUELA CORNECHE,SAN PEDRO,-71.59542984,-33.90965332,243,Gratuito ,Munic.
ESCUELA LA MANGA,SAN PEDRO,-71.51075604,-33.91788285,239,Gratuito ,Munic.
ESCUELA STA. ROSA LOTESORE,SAN PEDRO,-71.31147208,-33.98693769,279,Gratuito ,Munic.
ESCUELA EL PRADO,SAN PEDRO,-71.49845282,-33.91614973,0,Sin información ,Munic.
ESCUELA PARTICULAR EMA DIAZ SIERRA,SAN RAM?N,-70.64223076,-33.52930857,241,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO,SAN RAM?N,-70.6457419,-33.53844242,250,$1.000 a $10.000 ,P. Subv.
ESCUELA PARTICULAR ARTURO MATTE LARRAIN,SAN RAM?N,-70.64840629,-33.54831789,279,$1.000 a $10.000 ,P. Subv.
ESCUELA BASICA ALAS DE AGUILA,SAN RAM?N,-70.63594973,-33.52055391,230,$1.000 a $10.000 ,P. Subv.
LICEO SAN FRANCISCO,SAN RAM?N,-70.63361647,-33.5436171,270,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR FRANCISCO RAMIREZ,SAN RAM?N,-70.63591474,-33.53184512,330,$10.001 a $25.000 ,P. Subv.
ESCUELA COLEGIO ALBERTO BLEST GANA,SAN RAM?N,-70.6378313,-33.51984365,252,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR ELSA RAMIREZ,SAN RAM?N,-70.63584545,-33.52530786,286,$10.001 a $25.000 ,P. Subv.
ESC.PAR.MAURICE AND NATALY SCHOOL,SAN RAM?N,-70.63426707,-33.53469858,241,$10.001 a $25.000 ,P. Subv.
ESCUELA BASICA PARTICULAR DEUTSCHLAND,SAN RAM?N,-70.64281443,-33.517469,259,$25.001 a $50.000 ,P. Subv.
LICEO MUNICIPALIZADO ARAUCANIA,SAN RAM?N,-70.63663386,-33.53457713,226,Gratuito ,Munic.
ESCUELA BASICA SENDERO DEL SABER,SAN RAM?N,-70.6379559,-33.52645232,238,Gratuito ,Munic.
ESCUELA BASICA EDUCADORES DE CHILE,SAN RAM?N,-70.63910893,-33.53734002,241,Gratuito ,Munic.
LICEO MUNICIPAL PURKUYEN,SAN RAM?N,-70.63679205,-33.53668529,244,Gratuito ,Munic.
ESCUELA NANIHUE,SAN RAM?N,-70.64039279,-33.55000251,219,Gratuito ,Munic.
ESCUELA BASICA TUPAHUE,SAN RAM?N,-70.64102315,-33.5531505,211,Gratuito ,Munic.
ESCUELA BASICA KARELMAPU,SAN RAM?N,-70.64294501,-33.54600069,200,Gratuito ,Munic.
ESCUELA BASICA VILLA LA CULTURA,SAN RAM?N,-70.63280514,-33.55601873,210,Gratuito ,Munic.
ESCUELA BASICA ALIVEN,SAN RAM?N,-70.64402354,-33.55119884,230,Gratuito ,Munic.
ESCUELA PARTICULAR FRANCISCO DE MIRANDA,SAN RAM?N,-70.63473968,-33.53120231,245,Gratuito ,P. Subv.
COLEGIO NUESTRO MUNDO,SAN RAM?N,-70.64214306,-33.53036485,239,Gratuito ,P. Subv.
ESCUELA BASICA PARTICULAR ARMI,SAN RAM?N,-70.64608485,-33.52869826,220,Gratuito ,P. Subv.
ESCUELA PARTICULAR PUMANQUE,SAN RAM?N,-70.63719814,-33.52109653,232,Gratuito ,P. Subv.
CENTRO DE EDUCACION PAULA JARAQUEMADA,SAN RAM?N,-70.6440902,-33.55130618,218,Gratuito ,P. Subv.
ESCUELA MANUEL MONTT,SANTIAGO,-70.63323097,-33.45663255,232,$1.000 a $10.000 ,P. Subv.
COLEGIO SAN SEBASTIAN,SANTIAGO,-70.66517581,-33.4375939,264,$10.001 a $25.000 ,P. Subv.
COLEGIO FRANCISCO ARRIARAN,SANTIAGO,-70.64848335,-33.4592804,292,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR FRANCISCO ANDRES OLEA,SANTIAGO,-70.6458798,-33.4587198,285,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR GUILLERMO MATTA,SANTIAGO,-70.64232448,-33.46188727,286,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR HERMANOS MATTE,SANTIAGO,-70.64918978,-33.47555792,287,$10.001 a $25.000 ,P. Subv.
COLEGIO SANTA ISABEL,SANTIAGO,-70.63803587,-33.46784196,261,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR VICTORIA PRIETO,SANTIAGO,-70.67588627,-33.43799971,243,$10.001 a $25.000 ,P. Subv.
ESCUELA PARTICULAR SAN LAZARO,SANTIAGO,-70.66142749,-33.4548149,272,$10.001 a $25.000 ,P. Subv.
ESCUELA MANUEL JOSE IRARRAZAVAL,SANTIAGO,-70.67547574,-33.45916196,272,$10.001 a $25.000 ,P. Subv.
COLEGIO PARTICULAR OZANAM,SANTIAGO,-70.67618501,-33.42892334,272,$10.001 a $25.000 ,P. Subv.
COLEGIO NUEVO DIEGO DE ALMAGRO,SANTIAGO,-70.67387983,-33.43826129,270,$10.001 a $25.000 ,P. Subv.
LICEO JOSE MIGUEL INFANTE,SANTIAGO,-70.66369419,-33.43323093,282,$25.001 a $50.000 ,P. Subv.
ESCUELA COLEGIO POLIVALENTE STA FAMILIA,SANTIAGO,-70.67352852,-33.45189254,270,$25.001 a $50.000 ,P. Subv.
COLEGIO LORENZO SAZIE,SANTIAGO,-70.66418966,-33.44960139,274,$25.001 a $50.000 ,P. Subv.
COLEGIO SAN ANTONIO,SANTIAGO,-70.66840157,-33.4375325,267,$25.001 a $50.000 ,P. Subv.
COLEGIO SANTA TERESITA DEL NINO JESUS,SANTIAGO,-70.66577899,-33.43538535,262,$25.001 a $50.000 ,P. Subv.
COLEGIO ADVENTISTA PORVENIR,SANTIAGO,-70.63028612,-33.45449791,259,$25.001 a $50.000 ,P. Subv.
COLEGIO ORATORIO DON BOSCO,SANTIAGO,-70.64099433,-33.45524942,286,$25.001 a $50.000 ,P. Subv.
ESCUELA PARTICULAR DIVINA MARIA,SANTIAGO,-70.66931011,-33.43723169,274,$25.001 a $50.000 ,P. Subv.
COLEGIO MARIA LUISA VILLALON,SANTIAGO,-70.67394404,-33.44328356,270,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA PARTICULAR STA BERNARDITA,SANTIAGO,-70.63134178,-33.46605446,259,$25.001 a $50.000 ,P. Subv.
COLEGIO FILIPENSE,SANTIAGO,-70.66189552,-33.45171538,289,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA PART.BLAS CANAS,SANTIAGO,-70.64143638,-33.44559403,271,$25.001 a $50.000 ,P. Subv.
COLEGIO METODISTA DE SANTIAGO,SANTIAGO,-70.64694739,-33.46738116,263,$25.001 a $50.000 ,P. Subv.
ESCUELA BASICA MIRASOL DE SANTIAGO,SANTIAGO,-70.66479046,-33.46414871,287,$50.001 a $100.000 ,P. Pag.
COLEGIO SANTA CRUZ,SANTIAGO,-70.65055464,-33.46354551,285,$50.001 a $100.000 ,P. Subv.
COLEGIO NUESTRA SENORA DE ANDACOLLO,SANTIAGO,-70.66986313,-33.43184938,283,$50.001 a $100.000 ,P. Subv.
COLEGIO SANTA MARIA DE SANTIAGO,SANTIAGO,-70.64366595,-33.45201254,273,$50.001 a $100.000 ,P. Subv.
LICEO Y COLEGIO NUEVO HISPANO CHILENO,SANTIAGO,-70.67059824,-33.4404609,276,$50.001 a $100.000 ,P. Subv.
COLEGIO EXCELSIOR,SANTIAGO,-70.66919132,-33.45180673,275,$50.001 a $100.000 ,P. Subv.
COLEGIO PARTICULAR MAR?A AUXILIADORA DE SANTIAGO,SANTIAGO,-70.6438564,-33.45868352,282,$50.001 a $100.000 ,P. Subv.
ESCUELA BAS. CONTINENTAL SCHOOL N_ 3,SANTIAGO,-70.65824432,-33.45036645,262,$50.001 a $100.000 ,P. Subv.
